航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
HU,4198,2016-7-6 15:00:00,2016-7-6 16:00:00,国际,Y,738,378
CZ,4199,2016-7-6 14:10:00,2016-7-6 16:00:00,国内,Y,773,1100
MU,4200,2016-7-6 15:10:00,2016-7-6 16:05:00,国内,Y,73G,268
CZ,4201,2016-7-6 14:30:00,2016-7-6 16:05:00,国际,Y,738,378
MU,4202,2016-7-6 13:00:00,2016-7-6 16:05:00,国内,Y,738,378
9C,4203,2016-7-6 15:05:00,2016-7-6 16:10:00,国内,Y,320,312
ZH,4204,2016-7-6 15:00:00,2016-7-6 16:10:00,国内,Y,73H,238
CZ,4205,2016-7-6 14:50:00,2016-7-6 16:10:00,国内,Y,738,378
CZ,4206,2016-7-6 14:25:00,2016-7-6 16:10:00,国际,Y,738,378
CZ,4207,2016-7-6 15:05:00,2016-7-6 16:15:00,国内,Y,738,378
HU,4208,2016-7-6 13:40:00,2016-7-6 16:15:00,国内,Y,738,378
VN,4209,2016-7-6 15:20:00,2016-7-6 16:20:00,国际,Y,321,362
CZ,4210,2016-7-6 15:10:00,2016-7-6 16:20:00,国际,Y,321,362
CZ,4211,2016-7-6 14:40:00,2016-7-6 16:20:00,国际,Y,320,312
CZ,4212,2016-7-6 14:55:00,2016-7-6 16:25:00,国内,Y,320,312
HU,4213,2016-7-6 14:50:00,2016-7-6 16:25:00,国内,Y,73H,238
MU,4214,2016-7-6 15:00:00,2016-7-6 16:30:00,国内,Y,738,378
CA,4215,2016-7-6 14:55:00,2016-7-6 16:30:00,国内,Y,738,378
CA,4216,2016-7-6 0:20:00,2016-7-6 16:30:00,国内,3,738,378
CZ,4217,2016-7-6 15:20:00,2016-7-6 16:35:00,国内,Y,738,378
CZ,4218,2016-7-6 14:45:00,2016-7-6 16:35:00,国内,Y,320,312
CZ,4219,2016-7-6 15:25:00,2016-7-6 16:40:00,国内,Y,738,378
HU,4220,2016-7-6 15:10:00,2016-7-6 16:40:00,国内,Y,738,378
CA,4221,2016-7-6 15:40:00,2016-7-6 16:45:00,国内,Y,738,378
MU,4222,2016-7-6 15:35:00,2016-7-6 16:45:00,国内,Y,320,312
CZ,4223,2016-7-6 14:25:00,2016-7-6 16:45:00,国内,Y,E90,140
CZ,4224,2016-7-6 16:05:00,2016-7-6 16:50:00,国内,Y,319,252
CZ,4225,2016-7-6 15:45:00,2016-7-6 16:50:00,国际,Y,738,378
CA,4226,2016-7-6 15:45:00,2016-7-6 16:50:00,国内,3,320,312
CZ,4227,2016-7-6 14:15:00,2016-7-6 16:50:00,国内,Y,E90,140
MU,4228,2016-7-6 15:50:00,2016-7-6 16:55:00,国内,Y,320,312
3U,4229,2016-7-6 15:40:00,2016-7-6 16:55:00,国内,Y,320,312
CZ,4230,2016-7-6 15:55:00,2016-7-6 17:00:00,国内,Y,773,1100
CZ,4231,2016-7-6 15:50:00,2016-7-6 17:00:00,国内,Y,320,312
CZ,4232,2016-7-6 15:20:00,2016-7-6 17:00:00,国内,Y,773,1100
CZ,4233,2016-7-6 15:15:00,2016-7-6 17:00:00,国际,Y,320,312
CZ,4234,2016-7-6 16:10:00,2016-7-6 17:05:00,国内,Y,319,252
CA,4235,2016-7-6 16:05:00,2016-7-6 17:05:00,国内,Y,321,362
3U,4236,2016-7-6 15:55:00,2016-7-6 17:05:00,国内,Y,320,312
CZ,4237,2016-7-6 15:40:00,2016-7-6 17:05:00,国内,Y,320,312
ZH,4238,2016-7-6 15:50:00,2016-7-6 17:10:00,国内,Y,320,312
CZ,4239,2016-7-6 15:05:00,2016-7-6 17:10:00,国际,Y,319,252
CZ,4240,2016-7-6 14:40:00,2016-7-6 17:10:00,国内,Y,E90,140
CZ,4241,2016-7-6 16:20:00,2016-7-6 17:15:00,国际,Y,320,312
CZ,4242,2016-7-6 16:10:00,2016-7-6 17:15:00,国内,Y,32V,312
MF,4243,2016-7-6 16:05:00,2016-7-6 17:15:00,国内,Y,738,378
CZ,4244,2016-7-6 15:45:00,2016-7-6 17:20:00,国内,Y,752,478
CZ,4245,2016-7-6 16:00:00,2016-7-6 17:25:00,国内,Y,320,312
CA,4246,2016-7-6 16:25:00,2016-7-6 17:30:00,国内,Y,320,312
MU,4247,2016-7-6 16:30:00,2016-7-6 17:35:00,国内,Y,320,312
CZ,4248,2016-7-6 16:30:00,2016-7-6 17:35:00,国内,Y,320,312
MU,4249,2016-7-6 16:35:00,2016-7-6 17:40:00,国内,Y,320,312
MU,4250,2016-7-6 16:30:00,2016-7-6 17:40:00,国内,Y,73W,298
CZ,4251,2016-7-6 16:25:00,2016-7-6 17:45:00,国内,Y,319,252
9C,4252,2016-7-6 16:45:00,2016-7-6 17:50:00,国内,Y,320,312
HU,4253,2016-7-6 16:25:00,2016-7-6 17:50:00,国内,Y,73H,238
MU,4254,2016-7-6 16:50:00,2016-7-6 17:55:00,国内,Y,320,312
MU,4255,2016-7-6 16:50:00,2016-7-6 17:55:00,国内,Y,320,312
CZ,4256,2016-7-6 16:40:00,2016-7-6 17:55:00,国内,Y,320,312
HU,4257,2016-7-6 17:00:00,2016-7-6 18:00:00,国内,Y,73G,268
CZ,4258,2016-7-6 15:25:00,2016-7-6 18:00:00,国内,Y,319,252
CZ,4259,2016-7-6 17:10:00,2016-7-6 18:05:00,国内,Y,738,378
OQ,4260,2016-7-6 17:00:00,2016-7-6 18:05:00,国内,Y,320,312
ZH,4261,2016-7-6 12:00:00,2016-7-6 18:05:00,国内,Y,738,378
CZ,4262,2016-7-6 15:40:00,2016-7-6 18:15:00,国内,Y,320,312
CZ,4263,2016-7-6 17:20:00,2016-7-6 18:20:00,国内,Y,738,378
CZ,4264,2016-7-6 15:55:00,2016-7-6 18:20:00,国内,Y,738,378
CZ,4265,2016-7-6 17:40:00,2016-7-6 18:25:00,国际,Y,321,362
CA,4266,2016-7-6 17:15:00,2016-7-6 18:25:00,国内,3,333,880
ZH,4267,2016-7-6 13:50:00,2016-7-6 18:25:00,国内,Y,320,312
CZ,4268,2016-7-6 17:40:00,2016-7-6 18:30:00,国内,Y,320,312
CA,4269,2016-7-6 17:25:00,2016-7-6 18:30:00,国内,Y,320,312
CZ,4270,2016-7-6 17:25:00,2016-7-6 18:30:00,国内,Y,319,252
MU,4271,2016-7-6 16:55:00,2016-7-6 18:30:00,国内,Y,321,362
CZ,4272,2016-7-6 17:30:00,2016-7-6 18:35:00,国内,Y,321,362
ZH,4273,2016-7-6 17:30:00,2016-7-6 18:35:00,国内,Y,320,312
UL,4274,2016-7-6 17:15:00,2016-7-6 18:35:00,国际,Y,332,606
MF,4275,2016-7-6 17:30:00,2016-7-6 18:40:00,国内,Y,738,378
CZ,4276,2016-7-6 15:55:00,2016-7-6 18:40:00,国内,Y,321,362
CA,4277,2016-7-6 12:55:00,2016-7-6 18:40:00,国内,Y,73G,268
CZ,4278,2016-7-6 15:35:00,2016-7-6 18:45:00,国内,Y,738,378
CZ,4279,2016-7-6 17:40:00,2016-7-6 18:50:00,国内,Y,319,252
ZH,4280,2016-7-6 16:25:00,2016-7-6 18:50:00,国内,Y,738,378
CZ,4281,2016-7-6 15:45:00,2016-7-6 18:50:00,国际,Y,73G,268
MU,4282,2016-7-6 17:50:00,2016-7-6 18:55:00,国内,Y,320,312
HU,4283,2016-7-6 17:50:00,2016-7-6 18:55:00,国内,Y,738,378
CZ,4284,2016-7-6 17:45:00,2016-7-6 18:55:00,国内,Y,319,252
MU,4285,2016-7-6 17:45:00,2016-7-6 18:55:00,国内,Y,73G,268
CZ,4286,2016-7-6 18:15:00,2016-7-6 19:00:00,国内,Y,321,362
CZ,4287,2016-7-6 17:55:00,2016-7-6 19:00:00,国内,Y,321,362
CZ,4288,2016-7-6 13:55:00,2016-7-6 19:00:00,国际,Y,333,880
ZH,4289,2016-7-6 18:00:00,2016-7-6 19:05:00,国内,Y,319,252
CZ,4290,2016-7-6 17:45:00,2016-7-6 19:05:00,国内,Y,320,312
CZ,4291,2016-7-6 17:45:00,2016-7-6 19:05:00,国内,Y,738,378
CZ,4292,2016-7-6 17:35:00,2016-7-6 19:05:00,国内,Y,738,378
CA,4293,2016-7-6 18:20:00,2016-7-6 19:10:00,国内,Y,73G,268
CA,4294,2016-7-6 17:55:00,2016-7-6 19:10:00,国内,3,738,378
CZ,4295,2016-7-6 6:25:00,2016-7-6 19:10:00,国际,Y,738,378
CZ,4296,2016-7-6 18:10:00,2016-7-6 19:15:00,国内,Y,E90,140
ZH,4297,2016-7-6 18:05:00,2016-7-6 19:15:00,国内,Y,320,312
CZ,4298,2016-7-6 9:35:00,2016-7-6 19:15:00,国内,Y,E90,140
ZH,4299,2016-7-6 18:25:00,2016-7-6 19:20:00,国内,Y,738,378
MF,4300,2016-7-6 18:15:00,2016-7-6 19:20:00,国内,Y,738,378
CZ,4301,2016-7-6 17:25:00,2016-7-6 19:20:00,国内,Y,321,362
HU,4302,2016-7-6 18:45:00,2016-7-6 19:25:00,国内,Y,738,378
CZ,4303,2016-7-6 17:20:00,2016-7-6 19:25:00,国内,Y,738,378
CZ,4304,2016-7-6 17:10:00,2016-7-6 19:25:00,国内,Y,320,312
HU,4305,2016-7-6 18:25:00,2016-7-6 19:30:00,国内,Y,738,378
CA,4306,2016-7-6 18:15:00,2016-7-6 19:30:00,国内,Y,772,752
CZ,4307,2016-7-6 18:05:00,2016-7-6 19:30:00,国内,Y,320,312
FM,4308,2016-7-6 17:55:00,2016-7-6 19:30:00,国内,Y,333,880
CZ,4309,2016-7-6 18:30:00,2016-7-6 19:35:00,国内,Y,319,252
CZ,4310,2016-7-6 17:50:00,2016-7-6 19:35:00,国内,Y,319,252
CZ,4311,2016-7-6 16:15:00,2016-7-6 19:35:00,国内,Y,319,252
CZ,4312,2016-7-6 18:10:00,2016-7-6 19:40:00,国内,Y,320,312
ZH,4313,2016-7-6 18:05:00,2016-7-6 19:40:00,国内,Y,320,312
CZ,4314,2016-7-6 18:50:00,2016-7-6 19:50:00,国内,Y,738,378
MU,4315,2016-7-6 18:45:00,2016-7-6 19:50:00,国内,Y,320,312
MU,4316,2016-7-6 18:50:00,2016-7-6 19:55:00,国内,Y,321,362
HU,4317,2016-7-6 18:30:00,2016-7-6 19:55:00,国内,Y,738,378
CZ,4318,2016-7-6 17:05:00,2016-7-6 19:55:00,国内,Y,321,362
HU,4319,2016-7-6 18:55:00,2016-7-6 20:00:00,国内,Y,763,538
CZ,4320,2016-7-6 18:30:00,2016-7-6 20:00:00,国际,Y,738,378
CZ,4321,2016-7-6 17:15:00,2016-7-6 20:00:00,国内,Y,773,1100
CZ,4322,2016-7-6 17:10:00,2016-7-6 20:00:00,国内,Y,332,606
MU,4323,2016-7-6 18:55:00,2016-7-6 20:05:00,国内,Y,738,378
FM,4324,2016-7-6 18:55:00,2016-7-6 20:05:00,国内,Y,738,378
CZ,4325,2016-7-6 17:50:00,2016-7-6 20:05:00,国内,Y,738,378
SC,4326,2016-7-6 19:05:00,2016-7-6 20:10:00,国内,Y,738,378
CZ,4327,2016-7-6 19:00:00,2016-7-6 20:10:00,国内,Y,321,362
CZ,4328,2016-7-6 18:30:00,2016-7-6 20:10:00,国际,Y,738,378
MU,4329,2016-7-6 19:05:00,2016-7-6 20:15:00,国内,Y,320,312
CZ,4330,2016-7-6 18:45:00,2016-7-6 20:15:00,国际,Y,738,378
SC,4331,2016-7-6 18:15:00,2016-7-6 20:15:00,国内,Y,738,378
CZ,4332,2016-7-6 19:20:00,2016-7-6 20:20:00,国内,Y,73G,268
ZH,4333,2016-7-6 19:05:00,2016-7-6 20:20:00,国内,Y,320,312
CZ,4334,2016-7-6 18:40:00,2016-7-6 20:20:00,国内,Y,320,312
CA,4335,2016-7-6 19:25:00,2016-7-6 20:25:00,国内,Y,321,362
CA,4336,2016-7-6 19:25:00,2016-7-6 20:30:00,国内,Y,321,362
FM,4337,2016-7-6 19:15:00,2016-7-6 20:30:00,国内,Y,738,378
CZ,4338,2016-7-6 19:05:00,2016-7-6 20:30:00,国内,Y,73G,268
CZ,4339,2016-7-6 19:30:00,2016-7-6 20:40:00,国内,Y,73W,298
AK,4340,2016-7-6 20:05:00,2016-7-6 20:50:00,国际,Y,320,312
CZ,4341,2016-7-6 19:40:00,2016-7-6 20:50:00,国内,Y,738,378
CZ,4342,2016-7-6 19:30:00,2016-7-6 20:50:00,国内,Y,738,378
MF,4343,2016-7-6 19:50:00,2016-7-6 20:55:00,国内,Y,738,378
CZ,4344,2016-7-6 19:45:00,2016-7-6 20:55:00,国内,Y,E90,140
CZ,4345,2016-7-6 18:05:00,2016-7-6 20:55:00,国内,Y,738,378
TG,4346,2016-7-6 19:50:00,2016-7-6 21:00:00,国际,Y,773,1100
CZ,4347,2016-7-6 19:15:00,2016-7-6 21:00:00,国内,Y,333,880
CZ,4348,2016-7-6 16:55:00,2016-7-6 21:00:00,国际,Y,333,880
CZ,4349,2016-7-6 20:10:00,2016-7-6 21:05:00,国内,Y,320,312
CZ,4350,2016-7-6 20:05:00,2016-7-6 21:05:00,国内,Y,738,378
ZH,4351,2016-7-6 19:55:00,2016-7-6 21:05:00,国内,Y,320,312
CZ,4352,2016-7-6 18:50:00,2016-7-6 21:05:00,国际,Y,333,880
CZ,4353,2016-7-6 20:10:00,2016-7-6 21:10:00,国内,Y,738,378
9C,4354,2016-7-6 20:00:00,2016-7-6 21:10:00,国内,Y,32V,312
CZ,4355,2016-7-6 19:30:00,2016-7-6 21:10:00,国内,Y,738,378
CF,4356,2016-7-6 7:50:00,2016-7-6 21:10:00,国内,I,733,298
KN,4357,2016-7-6 20:10:00,2016-7-6 21:15:00,国内,Y,73H,238
ZH,4358,2016-7-6 20:00:00,2016-7-6 21:15:00,国内,Y,738,378
CZ,4359,2016-7-6 16:35:00,2016-7-6 21:15:00,国际,Y,333,880
SC,4360,2016-7-6 20:15:00,2016-7-6 21:20:00,国内,Y,738,378
CZ,4361,2016-7-6 19:20:00,2016-7-6 21:20:00,国内,Y,319,252
ZH,4362,2016-7-6 20:20:00,2016-7-6 21:25:00,国内,Y,738,378
CZ,4363,2016-7-6 20:15:00,2016-7-6 21:25:00,国内,Y,E90,140
CZ,4364,2016-7-6 20:00:00,2016-7-6 21:30:00,国际,Y,321,362
FM,4365,2016-7-6 19:55:00,2016-7-6 21:30:00,国内,Y,738,378
CZ,4366,2016-7-6 19:00:00,2016-7-6 21:30:00,国际,Y,388,1708
CZ,4367,2016-7-6 20:55:00,2016-7-6 21:35:00,混合,Y,332,606
CZ,4368,2016-7-6 20:00:00,2016-7-6 21:35:00,国内,Y,320,312
CZ,4369,2016-7-6 18:20:00,2016-7-6 21:35:00,混合,Y,788,500
CZ,4370,2016-7-6 20:40:00,2016-7-6 21:40:00,国内,Y,738,378
3U,4371,2016-7-6 20:35:00,2016-7-6 21:40:00,国内,Y,321,362
CZ,4372,2016-7-6 20:15:00,2016-7-6 21:40:00,国内,Y,738,378
CZ,4373,2016-7-6 20:40:00,2016-7-6 21:45:00,国内,Y,320,312
ZH,4374,2016-7-6 20:30:00,2016-7-6 21:45:00,国内,Y,738,378
CZ,4375,2016-7-6 20:45:00,2016-7-6 21:50:00,国内,Y,73G,268
MU,4376,2016-7-6 20:45:00,2016-7-6 21:50:00,国内,Y,320,312
3U,4377,2016-7-6 20:50:00,2016-7-6 21:55:00,国内,Y,321,362
HU,4378,2016-7-6 20:40:00,2016-7-6 21:55:00,国内,Y,789,750
CZ,4379,2016-7-6 19:35:00,2016-7-6 21:55:00,国内,Y,738,378
OQ,4380,2016-7-6 21:00:00,2016-7-6 22:00:00,国内,Y,320,312
MF,4381,2016-7-6 20:55:00,2016-7-6 22:00:00,国内,Y,73G,268
HU,4382,2016-7-6 20:30:00,2016-7-6 22:00:00,国内,Y,738,378
CZ,4383,2016-7-6 17:10:00,2016-7-6 22:00:00,国际,Y,788,500
CZ,4384,2016-7-6 21:25:00,2016-7-6 22:05:00,国内,Y,738,378
RJ,4385,2016-7-6 20:25:00,2016-7-6 22:05:00,国际,Y,332,606
CZ,4386,2016-7-6 16:10:00,2016-7-6 22:05:00,国际,Y,788,500
MU,4387,2016-7-6 20:55:00,2016-7-6 22:10:00,国内,Y,738,378
JD,4388,2016-7-6 20:35:00,2016-7-6 22:10:00,国内,Y,320,312
KQ,4389,2016-7-6 19:00:00,2016-7-6 22:10:00,国际,Y,788,500
CZ,4390,2016-7-6 20:20:00,2016-7-6 22:15:00,国际,Y,319,252
CZ,4391,2016-7-6 21:30:00,2016-7-6 22:20:00,国内,Y,320,312
CZ,4392,2016-7-6 21:25:00,2016-7-6 22:20:00,国内,Y,320,312
KA,4393,2016-7-6 21:25:00,2016-7-6 22:20:00,国际,Y,320,312
HU,4394,2016-7-6 17:05:00,2016-7-6 22:35:00,国内,Y,73G,268
CZ,4395,2016-7-6 19:15:00,2016-7-6 22:45:00,国际,Y,321,362
MU,4396,2016-7-6 21:45:00,2016-7-6 22:50:00,国内,Y,320,312
CZ,4397,2016-7-6 21:35:00,2016-7-6 23:00:00,国内,Y,320,312
TK,4398,2016-7-6 16:50:00,2016-7-6 23:00:00,国际,Y,773,1100
Y8,4399,2016-7-6 9:45:00,2016-7-6 23:00:00,国内,I,73Y,298
PN,4400,2016-7-6 22:00:00,2016-7-6 23:05:00,国内,Y,32V,312
AF,4401,2016-7-6 17:05:00,2016-7-6 23:05:00,国际,Y,772,752
CZ,4402,2016-7-6 22:30:00,2016-7-6 23:15:00,国内,Y,321,362
CZ,4403,2016-7-6 22:15:00,2016-7-6 23:15:00,国内,Y,32V,312
JD,4404,2016-7-6 19:50:00,2016-7-6 23:20:00,国内,Y,320,312
MS,4405,2016-7-6 15:30:00,2016-7-6 23:20:00,国际,Y,773,1100
W5,4406,2016-7-6 8:50:00,2016-7-6 23:30:00,国际,Y,346,760
PN,4407,2016-7-6 22:35:00,2016-7-6 23:40:00,国内,Y,320,312
CZ,4408,2016-7-4 8:15:00,2016-7-6 23:45:00,混合,I,77F,
HU,4409,2016-7-6 21:30:00,2016-7-6 23:50:00,国内,Y,738,378
ZH,4410,2016-7-6 20:50:00,2016-7-6 23:50:00,国际,Y,320,312
FD,4411,2016-7-6 23:10:00,2016-7-6 23:55:00,国际,Y,320,312
EK,4412,2016-7-6 22:10:00,2016-7-6 23:55:00,国际,Y,773,1100
CZ,4413,2016-7-6 22:00:00,2016-7-6 23:55:00,国际,Y,321,362
CZ,4414,2016-7-6 21:05:00,2016-7-7 0:05:00,国际,Y,332,606
Y8,4415,2016-7-6 9:30:00,2016-7-7 0:05:00,国内,I,73Y,298
AK,4416,2016-7-6 23:20:00,2016-7-7 0:10:00,国际,Y,320,312
CA,4417,2016-7-6 8:50:00,2016-7-7 0:15:00,国内,I,752,478
CZ,4418,2016-7-6 19:30:00,2016-7-7 0:20:00,国际,Y,332,606
CZ,4419,2016-7-6 21:50:00,2016-7-7 0:30:00,国际,Y,788,500
ET,4420,2016-7-6 14:55:00,2016-7-7 0:30:00,国际,Y,773,1100
QR,4421,2016-7-6 15:30:00,2016-7-7 0:55:00,国际,Y,388,1708
AK,4422,2016-7-7 0:30:00,2016-7-7 1:15:00,国际,Y,320,312
OZ,4423,2016-7-7 0:05:00,2016-7-7 1:15:00,国际,Y,321,362
SQ,4424,2016-7-7 0:15:00,2016-7-7 1:20:00,国际,Y,333,880
ET,4425,2016-7-7 0:05:00,2016-7-7 1:30:00,国际,I,77F,
CZ,4426,2016-7-5 8:50:00,2016-7-7 1:30:00,国际,I,77F,
CZ,4427,2016-7-6 22:55:00,2016-7-7 1:40:00,国际,Y,773,1100
NH,4428,2016-7-7 1:10:00,2016-7-7 2:30:00,国际,I,763,538
Y8,4429,2016-7-6 7:30:00,2016-7-7 2:30:00,国际,I,73Y,298
CI,4430,2016-7-7 0:35:00,2016-7-7 2:35:00,国际,I,74Y,
TK,4431,2016-7-7 0:40:00,2016-7-7 2:40:00,国际,I,33F,
FD,4432,2016-7-7 2:00:00,2016-7-7 2:50:00,国际,Y,320,312
CF,4433,2016-7-7 1:55:00,2016-7-7 2:50:00,国内,I,73Y,298
FX,4434,2016-7-6 22:10:00,2016-7-7 2:50:00,国际,I,77F,
AK,4435,2016-7-7 2:00:00,2016-7-7 3:00:00,国际,Y,320,312
IA,4436,2016-7-7 1:15:00,2016-7-7 3:15:00,国际,Y,332,606
FX,4437,2016-7-7 1:45:00,2016-7-7 3:20:00,国际,I,M1F,238
QR,4438,2016-7-7 1:55:00,2016-7-7 3:25:00,国际,I,77F,
FX,4439,2016-7-7 0:25:00,2016-7-7 3:25:00,国际,I,76Y,238
FX,4440,2016-7-7 1:20:00,2016-7-7 3:30:00,国际,I,M1F,238
FX,4441,2016-7-7 1:35:00,2016-7-7 3:35:00,国际,I,M1F,238
TZ,4442,2016-7-7 2:05:00,2016-7-7 3:45:00,国际,Y,788,500
OZ,4443,2016-7-7 2:30:00,2016-7-7 3:50:00,国际,I,76Y,238
KE,4444,2016-7-7 2:00:00,2016-7-7 4:00:00,国际,I,74Y,
FX,4445,2016-7-7 0:45:00,2016-7-7 4:00:00,国际,I,75F,238
NN,4446,2016-7-7 1:05:00,2016-7-7 4:05:00,国际,Y,772,752
FX,4447,2016-7-7 0:55:00,2016-7-7 4:05:00,国内,I,76Y,238
FX,4448,2016-7-7 1:35:00,2016-7-7 4:10:00,国际,I,76Y,238
Y8,4449,2016-7-7 2:50:00,2016-7-7 4:15:00,国内,I,73Y,298
FX,4450,2016-7-6 0:55:00,2016-7-7 4:15:00,国际,I,75F,238
FX,4451,2016-7-7 1:30:00,2016-7-7 4:30:00,国际,I,76Y,238
FX,4452,2016-7-7 0:50:00,2016-7-7 4:50:00,国际,I,77F,
FX,4453,2016-7-7 2:30:00,2016-7-7 5:00:00,国际,I,77F,
LH,4454,2016-7-7 2:45:00,2016-7-7 5:05:00,混合,I,M1F,238
EY,4455,2016-7-7 2:15:00,2016-7-7 5:15:00,国际,I,77F,
O8,4456,2016-7-7 4:50:00,2016-7-7 5:50:00,国际,Y,738,378
AQ,4457,2016-7-7 1:40:00,2016-7-7 6:15:00,国内,Y,73H,238
AQ,4458,2016-7-7 1:05:00,2016-7-7 6:15:00,国内,Y,738,378
ZH,4459,2016-7-6 23:05:00,2016-7-7 6:20:00,国内,Y,738,378
CF,4460,2016-7-7 5:30:00,2016-7-7 6:25:00,国内,I,73Y,298
HU,4461,2016-7-7 0:05:00,2016-7-7 6:25:00,国内,Y,738,378
CZ,4462,2016-7-7 4:30:00,2016-7-7 6:30:00,国际,I,77F,
MU,4463,2016-7-7 0:10:00,2016-7-7 6:30:00,国内,Y,73G,268
CZ,4464,2016-7-6 23:25:00,2016-7-7 6:30:00,国内,Y,73G,268
UL,4465,2016-7-7 5:00:00,2016-7-7 6:35:00,国际,Y,332,606
JD,4466,2016-7-6 22:45:00,2016-7-7 6:35:00,国内,Y,319,252
CZ,4467,2016-7-6 22:05:00,2016-7-7 6:35:00,国内,Y,320,312
MU,4468,2016-7-7 0:45:00,2016-7-7 6:40:00,国内,Y,32V,312
HO,4469,2016-7-7 0:45:00,2016-7-7 6:40:00,国内,Y,320,312
CZ,4470,2016-7-7 0:20:00,2016-7-7 6:40:00,国内,Y,73G,268
CZ,4471,2016-7-6 22:20:00,2016-7-7 6:40:00,国内,Y,320,312
AQ,4472,2016-7-7 1:10:00,2016-7-7 6:45:00,国内,Y,738,378
KY,4473,2016-7-7 0:50:00,2016-7-7 6:45:00,国内,Y,73G,268
9C,4474,2016-7-7 0:30:00,2016-7-7 6:45:00,国内,Y,32V,312
CZ,4475,2016-7-7 0:25:00,2016-7-7 6:45:00,国内,Y,321,362
MU,4476,2016-7-7 0:30:00,2016-7-7 6:50:00,国内,Y,738,378
ZH,4477,2016-7-6 22:30:00,2016-7-7 6:50:00,国内,Y,320,312
CZ,4478,2016-7-6 22:15:00,2016-7-7 6:50:00,国内,Y,E90,140
JD,4479,2016-7-6 23:05:00,2016-7-7 6:55:00,国内,Y,320,312
HO,4480,2016-7-7 1:15:00,2016-7-7 7:00:00,国内,Y,32V,312
ZH,4481,2016-7-6 23:30:00,2016-7-7 7:00:00,国内,Y,738,378
CZ,4482,2016-7-6 22:20:00,2016-7-7 7:00:00,国内,Y,319,252
CZ,4483,2016-7-6 22:15:00,2016-7-7 7:00:00,国内,Y,32V,312
CZ,4484,2016-7-6 23:50:00,2016-7-7 7:05:00,国内,Y,E90,140
CZ,4485,2016-7-6 23:40:00,2016-7-7 7:05:00,国内,Y,738,378
CZ,4486,2016-7-6 23:20:00,2016-7-7 7:05:00,国内,Y,319,252
CA,4487,2016-7-6 17:55:00,2016-7-7 7:05:00,国内,Y,73W,298
ZH,4488,2016-7-7 0:35:00,2016-7-7 7:10:00,国内,Y,320,312
CZ,4489,2016-7-6 23:40:00,2016-7-7 7:10:00,国内,Y,319,252
ZH,4490,2016-7-7 1:05:00,2016-7-7 7:15:00,国内,Y,320,312
HU,4491,2016-7-6 23:30:00,2016-7-7 7:15:00,国内,Y,73H,238
CZ,4492,2016-7-6 23:00:00,2016-7-7 7:15:00,国内,Y,320,312
ZH,4493,2016-7-7 0:55:00,2016-7-7 7:20:00,国内,Y,320,312
HU,4494,2016-7-6 23:15:00,2016-7-7 7:20:00,国内,Y,738,378
CA,4495,2016-7-6 23:05:00,2016-7-7 7:20:00,国内,Y,73G,268
CZ,4496,2016-7-6 21:35:00,2016-7-7 7:20:00,国内,Y,319,252
MU,4497,2016-7-7 1:10:00,2016-7-7 7:25:00,国内,Y,738,378
JD,4498,2016-7-7 0:35:00,2016-7-7 7:25:00,国内,Y,320,312
ZH,4499,2016-7-6 23:45:00,2016-7-7 7:25:00,国内,Y,320,312
CZ,4500,2016-7-6 22:45:00,2016-7-7 7:25:00,国内,Y,738,378
FM,4501,2016-7-6 23:40:00,2016-7-7 7:30:00,国内,Y,738,378
CZ,4502,2016-7-6 22:55:00,2016-7-7 7:30:00,国际,Y,73W,298
ZH,4503,2016-7-6 22:40:00,2016-7-7 7:30:00,国内,Y,320,312
HU,4504,2016-7-6 19:35:00,2016-7-7 7:30:00,国内,Y,738,378
HU,4505,2016-7-7 0:20:00,2016-7-7 7:35:00,国内,Y,73W,298
ZH,4506,2016-7-6 23:50:00,2016-7-7 7:35:00,国内,Y,320,312
CZ,4507,2016-7-6 21:50:00,2016-7-7 7:35:00,国内,Y,738,378
HU,4508,2016-7-7 1:15:00,2016-7-7 7:40:00,国内,Y,738,378
CZ,4509,2016-7-6 23:50:00,2016-7-7 7:40:00,国内,Y,321,362
OQ,4510,2016-7-6 23:15:00,2016-7-7 7:40:00,国内,Y,320,312
HU,4511,2016-7-6 20:10:00,2016-7-7 7:40:00,国内,Y,738,378
FM,4512,2016-7-7 1:20:00,2016-7-7 7:45:00,国内,Y,738,378
MU,4513,2016-7-7 0:40:00,2016-7-7 7:45:00,国内,Y,738,378
CZ,4514,2016-7-6 22:50:00,2016-7-7 7:45:00,国内,Y,E90,140
ZH,4515,2016-7-6 23:05:00,2016-7-7 7:50:00,国内,Y,320,312
FM,4516,2016-7-6 18:40:00,2016-7-7 7:50:00,国内,Y,738,378
CA,4517,2016-7-6 18:10:00,2016-7-7 7:50:00,国内,Y,73G,268
CZ,4518,2016-7-7 0:50:00,2016-7-7 7:55:00,国内,Y,319,252
CZ,4519,2016-7-7 0:40:00,2016-7-7 7:55:00,国内,Y,319,252
HU,4520,2016-7-6 22:55:00,2016-7-7 7:55:00,国内,Y,73G,268
HU,4521,2016-7-6 21:50:00,2016-7-7 7:55:00,国内,Y,738,378
CZ,4522,2016-7-7 1:00:00,2016-7-7 8:00:00,国内,Y,773,1100
CZ,4523,2016-7-6 23:15:00,2016-7-7 8:00:00,国内,Y,773,1100
